# Data from /Users/wangzhe/Desktop/examples/2D-NICS_output/benzene_2DNICS_XY.log.
# Shielding tensor data from ZZ component.
# Processed with py.Aroma.
# Author: Zhe Wang
# Homepage: https://wongzit.github.io


XY,-3.5,-3.3,-3.1,-2.9,-2.7,-2.5,-2.3,-2.1,-1.9,-1.7,-1.5,-1.3,-1.1,-0.9,-0.7,-0.5,-0.3,-0.1,0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5,1.7,1.9,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.5,
-1.1,2.0395,1.959,1.6939,1.1999,0.4928,-0.3267,-1.1251,-1.8717,-2.7702,-4.2901,-7.0386,-11.4223,-17.1993,-23.3422,-28.5385,-31.9819,-33.7249,-34.2967,-34.0956,-33.194,-31.5,-28.9376,-25.5389,-21.4391,-16.7887,-11.8083,-6.9586,-2.8341,0.1692,2.0218,2.9569,3.2803,3.2512,3.0482,2.7785,2.4986,
-0.9,2.0375,1.885,1.4765,0.728,-0.3783,-1.7471,-3.2135,-4.6993,-6.3808,-8.7336,-12.3561,-17.5003,-23.5689,-29.224,-33.2347,-35.2667,-35.9019,-35.9873,-35.9932,-35.8716,-35.2512,-33.6287,-30.5331,-25.7759,-19.6698,-13.0297,-6.9046,-2.121,1.0384,2.7826,3.5315,3.6834,3.5254,3.2351,2.9096,2.5951,
-0.7,2.0766,1.8993,1.4279,0.5472,-0.8026,-2.5685,-4.6118,-6.8492,-9.4188,-12.7274,-17.2398,-22.9203,-28.7709,-33.2919,-35.5966,-35.9559,-35.3897,-34.8875,-34.9208,-35.4223,-35.9374,-35.6893,-33.6816,-29.1663,-22.3334,-14.4725,-7.2682,-1.8672,1.4935,3.2117,3.8604,3.9139,3.6831,3.3458,2.9922,2.661,
-0.5,2.1675,2.0289,1.6103,0.7883,-0.5295,-2.3608,-4.6643,-7.4382,-10.8311,-15.149,-20.5968,-26.7099,-32.0955,-35.2929,-35.9512,-34.9271,-33.4881,-32.5776,-32.5891,-33.4856,-34.8825,-35.931,-35.2739,-31.6091,-24.7927,-16.3107,-8.3471,-2.397,1.2502,3.0878,3.7838,3.8635,3.6554,3.3393,3.0031,2.6835,
-0.3,2.2994,2.2539,1.9885,1.395,0.367,-1.1855,-3.3587,-6.3108,-10.295,-15.5648,-22.0155,-28.6598,-33.7269,-35.9027,-35.3829,-33.484,-31.5773,-30.4802,-30.4811,-31.572,-33.4809,-35.4137,-35.869,-33.1901,-26.8876,-18.3948,-10.1237,-3.8076,0.163,2.2692,3.1884,3.4524,3.3914,3.1857,2.9255,2.6537,
-0.1,2.4443,2.5179,2.452,2.1644,1.5505,0.4671,-1.3065,-4.108,-8.3626,-14.3625,-21.7609,-29.0935,-34.2449,-35.9872,-34.8906,-32.5773,-30.4798,-29.3248,-29.3247,-30.4805,-32.5883,-34.9224,-35.9896,-34.0375,-28.4,-20.3684,-12.3044,-5.9443,-1.7271,0.739,2.0426,2.6556,2.8773,2.8787,2.757,2.5703,
0.1,2.5704,2.7572,2.8789,2.8774,2.6556,2.0424,0.7381,-1.7289,-5.9473,-12.3088,-20.3739,-28.4056,-34.0418,-35.9922,-34.9236,-32.5887,-30.4805,-29.3247,-29.3248,-30.4798,-32.5772,-34.89,-35.9857,-34.2421,-29.0897,-21.7569,-14.3592,-8.3603,-4.1067,-1.306,0.4671,1.5503,2.1641,2.4517,2.5177,2.4442,
0.3,2.6539,2.9257,3.1859,3.3916,3.4523,3.188,2.2683,0.1611,-3.8108,-10.1285,-18.4008,-26.8938,-33.1951,-35.8719,-35.415,-33.4812,-31.5719,-30.4809,-30.4803,-31.5775,-33.4844,-35.3834,-35.9029,-33.7264,-28.6584,-22.0137,-15.5631,-10.2938,-6.3102,-3.3586,-1.1858,0.3666,1.3946,1.9883,2.2538,2.2992,
0.5,2.6837,3.0033,3.3395,3.6555,3.8635,3.7836,3.0869,1.2485,-2.3999,-8.3514,-16.3162,-24.7983,-31.6136,-35.2763,-35.9316,-34.8821,-33.4849,-32.5886,-32.5776,-33.4886,-34.9284,-35.9533,-35.2952,-32.0976,-26.7112,-20.5973,-15.149,-10.8311,-7.4383,-4.6647,-2.3612,-0.53,0.788,1.6101,2.0288,2.1674,
0.7,2.6611,2.9924,3.346,3.6832,3.9139,3.8602,3.2111,1.4923,-1.8695,-7.2716,-14.4768,-22.3376,-29.1693,-33.6826,-35.6886,-35.9358,-35.4205,-34.9196,-34.8872,-35.3906,-35.9582,-35.6003,-33.2964,-28.7753,-22.9238,-17.2421,-12.7287,-9.4195,-6.8497,-4.6121,-2.5688,-0.8028,0.547,1.4278,1.8992,2.0765,
0.9,2.5953,2.9098,3.2353,3.5257,3.6836,3.5315,2.7823,1.0376,-2.1226,-6.9069,-13.0324,-19.6721,-25.7768,-30.5321,-33.6261,-35.2476,-35.8681,-35.9907,-35.9863,-35.9029,-35.2698,-33.2397,-29.2299,-23.5746,-17.505,-12.3593,-8.7355,-6.3817,-4.6997,-3.2136,-1.7471,-0.3783,0.728,1.4765,1.885,2.0375,
1.1,2.4988,2.7787,3.0485,3.2515,3.2806,2.9571,2.0218,0.1688,-2.835,-6.9599,-11.8097,-16.7894,-21.4383,-25.5362,-28.9331,-31.4945,-33.1888,-34.0917,-34.2948,-33.7256,-31.9851,-28.5437,-23.3483,-17.2052,-11.427,-7.0417,-4.2919,-2.7711,-1.8719,-1.125,-0.3265,0.4931,1.2002,1.6941,1.9591,2.0396,
1.3,2.3843,2.6228,2.8281,2.9336,2.8239,2.3224,1.2056,-0.7263,-3.5076,-6.8776,-10.3411,-13.4866,-16.2918,-19.0244,-21.8363,-24.5798,-26.9453,-28.6152,-29.3064,-28.7184,-26.4903,-22.4194,-16.9044,-11.019,-5.9754,-2.4774,-0.5191,0.3529,0.6786,0.8652,1.1119,1.4324,1.7441,1.9657,2.0661,2.0578,
1.5,2.2625,2.4621,2.6105,2.6362,2.4228,1.8066,0.6121,-1.2487,-3.6349,-6.1262,-8.2165,-9.6786,-10.7648,-12.0017,-13.7701,-16.0775,-18.6106,-20.8711,-22.2814,-22.2564,-20.3305,-16.4696,-11.3579,-6.1874,-2.0241,0.6678,2.0209,2.4647,2.4472,2.2981,2.192,2.1677,2.1858,2.1917,2.1535,2.0662,
1.7,2.1409,2.3101,2.42,2.4019,2.1504,1.53,0.4239,-1.1593,-2.9714,-4.5512,-5.4816,-5.7049,-5.5945,-5.7223,-6.5416,-8.2105,-10.5648,-13.15,-15.2735,-16.1071,-14.9731,-11.8213,-7.4538,-3.0987,0.2907,2.3848,3.3541,3.5718,3.3997,3.1002,2.82,2.608,2.4526,2.3219,2.1908,2.0484,
1.9,2.0236,2.1731,2.2657,2.2434,2.0226,1.5074,0.639,-0.5142,-1.6862,-2.4847,-2.6303,-2.1736,-1.4836,-1.0507,-1.2878,-2.4238,-4.4485,-7.0574,-9.6051,-11.1618,-10.874,-8.5745,-5.0294,-1.4267,1.3584,3.0516,3.8092,3.9403,3.7355,3.405,3.0715,2.7854,2.5508,2.3519,2.1714,1.9993,
2.1,1.9116,2.0505,2.143,2.1457,2.0015,1.6542,1.0886,0.3902,-0.2236,-0.4804,-0.2248,0.4566,1.2694,1.8459,1.858,1.0766,-0.5766,-2.941,-5.5058,-7.402,-7.7373,-6.2262,-3.4861,-0.5748,1.7131,3.1181,3.7552,3.8692,3.6915,3.3911,3.0703,2.7768,2.5225,2.3017,2.1043,1.9228,
2.3,1.804,1.938,2.0395,2.0796,2.0247,1.8486,1.5591,1.2303,1.0082,1.054,1.441,2.0908,2.7989,3.3111,3.3862,2.8313,1.5436,-0.4074,-2.6579,-4.504,-5.1541,-4.2707,-2.28,-0.0336,1.789,2.9379,3.4783,3.5918,3.4569,3.2073,2.9267,2.6576,2.4148,2.1986,2.0041,1.8269,
2.5,1.6992,1.8302,1.942,2.0173,2.0387,1.9975,1.9083,1.8229,1.8267,2.0039,2.3836,2.9091,3.4495,3.8382,3.9068,3.5099,2.5573,1.0774,-0.685,-2.2194,-2.9176,-2.4713,-1.1362,0.4761,1.837,2.7232,3.1557,3.2566,3.1559,2.9548,2.7192,2.4847,2.2661,2.0669,1.8857,1.7201,
2.7,1.596,1.7232,1.8415,1.9416,2.0153,2.0616,2.093,2.1412,2.2511,2.4624,2.784,3.1785,3.5658,3.8409,3.8918,3.6179,2.955,1.919,0.671,-0.4508,-1.036,-0.8551,-0.0434,1.0089,1.9355,2.5583,2.8687,2.9389,2.8559,2.6915,2.4948,2.294,2.1023,1.9242,1.7602,1.6093,
2.9,1.4941,1.6154,1.7347,1.8473,1.9496,2.0426,2.1347,2.2427,2.3884,2.5889,2.8446,3.1319,3.4033,3.5947,3.6354,3.4613,3.0326,2.3629,1.5558,0.8183,0.3977,0.4388,0.8774,1.4917,2.0555,2.4433,2.6337,2.6629,2.5838,2.4438,2.2773,2.1052,1.9384,1.7812,1.6348,1.4993,
3.1,1.394,1.5072,1.6225,1.7372,1.85,1.9616,2.0764,2.2026,2.3496,2.5235,2.7221,2.9309,3.1222,3.2586,3.2978,3.2013,2.9472,2.5472,2.0651,1.6189,1.3444,1.3226,1.526,1.8405,2.1402,2.3462,2.4364,2.4257,2.3435,2.2192,2.0754,1.9269,1.7816,1.6434,1.5138,1.393,
3.3,1.2967,1.4004,1.5078,1.6177,1.7292,1.8426,1.9596,2.0834,2.2173,2.3629,2.5173,2.6718,2.8109,2.9133,2.9549,2.9139,2.7788,2.5582,2.2888,2.0341,1.8638,1.8197,1.8916,2.0251,2.1559,2.2389,2.2573,2.2158,2.13,2.0169,1.8909,1.7616,1.6348,1.5136,1.3991,1.2919,
3.5,1.2032,1.2967,1.3944,1.4955,1.5994,1.7057,1.815,1.9277,2.0446,2.1653,2.2874,2.4055,2.5111,2.5925,2.6365,2.6311,2.5701,2.4588,2.3167,2.1763,2.0718,2.0242,2.0304,2.0661,2.1006,2.11,2.084,2.0237,1.937,1.8338,1.7225,1.6096,1.4988,1.3925,1.2916,1.1967,
